Key  (PURPLE means not ready for translation yet),Translation,Version,Comment (context for translators)
breakdown.BreakdownDeconstruct,Mentális összeomlás: Tör-zúz,,
breakdown.BreakdownDeconstruct.desc,{0} véletlenszerű tárgyakat pusztít el egy mentális összeomlás miatt.,,
breakdown.BreakdownFoodPoisoning,Ételmérgezés,,
breakdown.BreakdownFoodPoisoning.desc,{0} ételmérgezésben szenved,,
breakdown.BreakdownInsanity,Elmezavar,,
breakdown.BreakdownInsanity.desc,"{0} túl sok stresszen ment keresztül, és megőrült. El fog múlni, hacsak nem történik valami rossz.",,
breakdown.BreakdownRoamAround,Mentális összeomlás: körbe-körbe jár,,
breakdown.BreakdownRoamAround.desc,"{0} céltalanul bolyong, bámulja az ürességet.",,
breakdown.BreakdownSpaceDiarrhea,Fertőzött kolonista,,
breakdown.BreakdownSpaceDiarrhea.desc,{0} megfertőződött űrhasmenéssel,,
breakdown.BreakdownStartFire,Gyújtogat,,
breakdown.BreakdownStartFire.desc,{0} láthatólag sétálgat és gyújtogat dolgokat.,,
breakdown.CrawlerAttached,A lény rácsatlakozott egy kolonistára!,,
breakdown.CrawlerAttached.desc,Idegen lény tapadt rá {0} arcára!,,
breakdown.Deconstruct,Véletlenszerű tárgyakat pusztít,,
breakdown.deconstruct.log,Lerombolt egy <b>{0}</b> a <b>{1}</b> pozícióban mentális összeomlás következtében.,,
breakdown.ended,Mentális összeomlás véget ért,,
brew,Főz,,"Action verb. Used on a button that brews a drink (coffee, beer, etc). Should be short if possible"
brewing.bar,Főzés: {0},,"Displayed in a tooltip of a machine that brews drinks. Shows what exactly is brewing. {0} will be the drink name, i.e. ""Brewing: Coffee"""
bridge.controls,Hídvezérlés,,
build.a.copy,Másolat készítése,,
build.connector,Csatlakozó építése,,
bullet,Töltény,,
bullet.target,Célpont: {0},,
buy,Vásárlás,,
call.back,Expedíció visszahívása,,
calories,Kalóriák,,
can.buy.count,Vehetsz: {0},,
can.buy.for,Vásárolhatsz {0} darabot {1}-ért,,
can.sell.for,El tudsz adni {0} darabot {1}-ért,,
cancel,Mégsem,,
cancel.drag.dist.px,Figyelmen kívül hagyott: {0} pixel,,
cancel.task,Feladat megszakítása,,
cannot.afford,Csóró vagy!,,
cannot.be.empty,Nem lehet üres,,
cannot.build.floor.not.constructed,A burkolat nincs felépítve,,
cannot.build.floor.not.constructed.info,"Falak és tárgyak építését csak akkor rendelheted el, ha az alatta lévő burkolat már megépült.",,
cannot.change.lock.state,A zár állapotát nem lehet megváltoztatni,,
cannot.create.template,Sablon létrehozása nem lehetséges,,
cannot.enter.no.tech,Nem lehet belépni ebbe az objektumba. A szükséges technológia nem áll rendelkezésre.,,
cannot.enter.space.object.nearby,"A Csillagtérkép hatókörét nem tudjuk megváltoztatni. Úgy tűnik, hogy a közelben egy mozgó térbeli objektum van, amely zavarhatja a folyamatot.",,
cannot.enter.while.moving,"Mozgás közben nem lehet belépni ebbe az objektumba. Kérjük, várjon a teljes megállásra. A sebességvektornak minden tengelyen nullát kell mutatnia.",,
cannot.reach.position,Ezt a pozíciót nem lehet elérni,,
cannot.save.gen,"Most nem lehet elmenteni a játékot. Kérjük, próbáld meg újra, ha a jelenlegi művelet befejeződött.",,
carbohydrates,Szénhidrátok,,
carbon.buildup,Szén felhalmozódás,,
carbon.buildup.help,"A reaktorok idővel szént halmoznak fel. Amikor a felhalmozódás eléri a 100%-ot, a reaktor kidobja a felhalmozódott szenet.",,
carrying.being,Élőlényt cipel,,
carrying.obj,Objektumot cipel,,
chance.avg,Átlagos,,
chance.high,Magas,,
chance.low,Alacsony,,
chance.to.explode.on.dmg,"Esély a felrobbanásra, ha megsérül: {0}",,
change,Változtat,,
change.color,Színváltás,,
change.target.material,Célanyag módosítása,,
changelog,Változások napló,,
changing.disables.achievements,Ennek az értéknek a módosítása letiltja a teljesítményeket!,,
charge.time.left,Teljes feltöltésig,,Label of the progress bar that shows how long a device (i.e. a Force Field) will have to charge to get to 100%
charging,Tölt,,
chart,Diagram,,Text on a button that toggles display of a chart (i.e. electricity graph). Should be short if possible.
chasing.target,{0} üldözi,,"{0} will be the target (person) name (i.e. ""Chasing John"")"
choice.or,{0} vagy {1},,
choose.color,Színválasztás,,
clean.biowaste,Biohulladék takarítás,,
clean.dust,Portörlés,,
clean.floors,Padlótörlés,,
clean.now,Takaríts most,,
clean.priority,Takarítás prioritása,,
clean.solar.panel,Napelem takarítás,,
cleanable,Takarítható,,
cleaning.bot,Takarító robot,,A robot that cleans floors
cleaning.floors,Padlótörlés,,Displayed when a person or robot is cleaning floors (action).
cleaning.ocd,Takarítás mániás,,"Name of a human trait, which makes someone become obsessive about cleaning. OCD is short for Obsessive Compulsive Disorder."
clear.all,Töröld mindet,,
clear.history,Napló törlése,,
click.input.to.rebind,Új beviteli eszköz aktiválása (5 másodperc várakozás),,"A label displayed when a change in keyboard or controller bindings is being initiated. You want to rebind a shortcut to a different key, or change the controller stick that handles camera pan, you click on existing binding and this message is displayed while the game waits for you to press a button or move a stick, etc. It doesn't say ""Press a button"" because it may not always be a button (gamepad stick is a small joystick, etc)"
click.to.bind,Kattintson a kötéshez,,
clipboard.is.empty,A vágólap üres,,
clone,Klón,,
clone.desc,"A klón egy olyan lény, amelyet laboratóriumban növesztettek, nem pedig hagyományos módon született. A klónok életkoruktól függetlenül felnőttként néznek ki és viselkednek.",,
cloning.bar,Klónozás: {0},,"A label for the progress bar of a cloning device. {0} is what the device is currently cloning. I.e. ""Cloning: Human"""
close,Bezár,,
close.floor.vent,Burkolati szellőző zárása,,
close.starmap,Csillagtérkép bezárása,,
close.vent,Szellőző bezárása,,
codex,Kódex,,
codex.blueprints,Tervrajzok,,
codex.blueprints.mode.All,Mind,,
codex.blueprints.mode.Locked,Ismeretlen,,
codex.blueprints.mode.Unlocked,Feloldva,,
codex.blueprints.tip,A kutatás során lezárt és feloldott eszközök összes tervrajzának listája. Tartalmazza a meglévő eszközök típus szerinti keresését.,,
codex.entry,Kódex bejegyzés,,
codex.equipment,Felszerelés,,
codex.factions,Frakciók,,
codex.m.basebuilding,Bázis Építés,,
codex.m.basebuilding.buildacopy,Meglévő objektumok másolatainak készítése,,
codex.m.basebuilding.buildacopy.desc,"Ha egy már meglévő elemről szeretnél másolatot készíteni, jelöld ki az elemet, és válaszd a ""Másolat készítése"" menüpontot az információs panelen vagy a kontextusmenüben. Használhatod a {0} gyorsbillentyűt is, miközben az objektum ki van jelölve.<br><br>Egy Energiacsatlakozó másolatának létrehozásához húzd a csatlakozót, és helyezd egy üres burkolati elemre (konfigurálható, kikapcsolható).<br><br>Ha így sem tudsz másolatot készíteni, ellenőrizd, hogy a tervrajz ki van-e már fejlesztve vagy sem.",,
codex.m.basebuilding.devicewear,Eszköz amortizáció,,
codex.m.basebuilding.devicewear.desc,"A legtöbb eszköz – különösképp azok, amik áramot használnak – leamortizálódnak idővel. Néhány a kolonisták által az eszközön elvégzett művelet ez a folyamatot felgyorsíthatja. Például ilyen az eszköz be vagy kikapcsolása.<br><br>Ha egy eszköz amortizációja eléri a 100%-ot, az eszköz ""öregedés"" sebzést szenved el használat közben. Ezen a ponton túl az eszköz javíthatatlanná válik. Ekkor lebonthatod az eszközt, hogy az anyagokat kinyerd belőle, és építhetsz helyette egy másikat.",,
codex.m.basebuilding.relocatingobjects,Objektumok áthelyezése,,
codex.m.basebuilding.relocatingobjects.desc,"Könnyen előfordulhat, hogy egy eszközt szeretnél máshová áthelyezni. Ilyenkor jelöld ki az eszközt és válaszd az Áthelyez menü opciót az Információs panelről vagy a Kontextus menüből. A {0} gyorsbillentyűt is használhatod amíg az eszköz ki van jelölve.<br><br>Az eszközt önmagára is áthelyezheted. Ez akkor hasznos, ha szeretnéd elforgatni az eszközt.<br><br>Eszközök áthelyezése építési képességtől is függhet. Komplex eszközök, mint a Fedélzeti Számitógépet vagy a Hibernáló Kamrát csak magas képességekkel rendelkező dolgozók helyezhetnek át.<br><br>Ha több objektumot is kijelölsz, áthelyezheted az összeset egyszerre.",,
codex.m.basebuilding.teleporters,Teleportálók,,
codex.m.basebuilding.teleporters.desc,"A <b>Teleportáló</b> eszközökkel egyirányú portálokat lehet létrehozni más teleportáló eszközökhöz.<br><br>Két teleportáló kapcsolódhat egymáshoz, így kétirányú portált hoznak létre. Több teleportálónak is lehet ugyanaz a célpontja.<br><br>Működőképes Teleportáló szintén szükséges a kereskedelmi hajókkal, űrállomásokkal vagy bolygók bázisaival való kereskedéshez is. A Teleportálóknak explonenciális elektromos költsége van, ami az aktív kapcsolatok számától függ.",2022-10-23,"In last change this was added: ""Multiple teleporters can have the same target."""
codex.m.basebuilding.winching,Csörlőzés,,
codex.m.basebuilding.winching.desc,"A Csörlőhorgot és a Csörlőhorgonyt használhatod a hajó törött részeinek feltekerésére. Építsd meg a Csörlőhorgot a hajód széléhez, a Csörlőhorgonyt pedig egy levált hajórész széléhez. Ezután válaszd ki a Csörlőhorgot, és használd az Információs panelt vagy a Kontextus menüt a szekció feltekeréséhez.<br><br> A művelet megszakad, ha akadályok vannak az úton (Napelemek, motorok stb.).<br><br>A Csörlőhorog és Csörlőhorgony tervrajzok megszerzéséhez fel kell oldanod a Csörlő technológiát a Kutatási Adatbázisban.",,
codex.m.bigquestions,Nagy Kérdések,,
codex.m.bigquestions.endgoal,Végcél,,
codex.m.bigquestions.endgoal.desc,"A fő célod, hogy az embereidet egy lakható bolygón lévő településre költöztessed.<br><br>Először építs egy Teleszkópot, majd találj egy potenciálisan lakható bolygót vele.<br><br>Amint találsz egy potenciálisan lakható bolygót, terraformálnod kell azt.<br><br>Ha a bolygó terraformálása befejeződött, építened kell egy települést és át kell költöztetned az embereidet az új kolóniára.",2022-04-13,
codex.m.bigquestions.gameover,Szomorú vég,,
codex.m.bigquestions.gameover.desc,"A játék véget ér, ha az utolsó Fedélzeti Számítógép is elpusztul. Ha nincsenek munkások, az patthelyzetet eredményez, mivel ebből az állapotból szinte lehetetlen kilábalni, hacsak nem vársz elég sokáig, és nem csatlakozik a kolóniádhoz valaki, aki képes alapanyagokat szállítani egy drón gyártására konfigurált összeszerelőhöz.",,
codex.m.bigquestions.goodvsevil,Jó vs Rossz,,
codex.m.bigquestions.goodvsevil.desc,"Rajtad áll, hogy jó vagy gonosz akarsz-e lenni. Ahhoz, hogy igazán gonosszá válj, szükséged lehet bizonyos technológiák megszerzésére, amelyek elnyomják a belső Asimov törvényei kormányzó modulodat.",,
codex.m.bigquestions.reversingupload,A feltöltés visszafordítása,,
codex.m.bigquestions.reversingupload.desc,"A tudatodat feltöltötték a Fedélzeti Számítógépbe. A folyamat visszafordíthatatlan, mivel a fizikai agyadat elpusztították az adatok kinyerése érdekében. A korábbi tested mostanra valószínűleg már egy Túlélőcsomag része lett.",,
codex.m.bigquestions.whatami,Ki vagyok én?,,
codex.m.bigquestions.whatami.desc,"Ez mind közül a legnagyobb kérdés. Korábban kolonista voltál, aki hibernálásban aludt. Most a tudatod a Fedélzeti Számítógép neurális hálózatának része.<br><br>De előtte valóban ember voltál? Mit jelent embernek lenni? Húsból és csontokból készült héjba szorult tudat? Az is lehet, hogy egy transzcendens mindenható isten vagy, aki egy szimulációba vetítette ki magát, mélyen elmerülve annak szerepében, amibe be van zárva. Soha nem tudnád megmondani a különbséget.<br><br>Erre a kérdésre nincs válasz. Az egyetlen bizonyítható tény, hogy létezel.",,
codex.m.colonists,"Kolonisták (Emberek, Állatok)",,
codex.m.colonists.attachments,"Kötődések (Tulajdonjog, Barátságok)",,
codex.m.colonists.attachments.desc,"A Kolonisták (emberek és háziállatok) különféle típusú kötődéseket alakítanak ki – az ágytulajdonlástól a másokkal való barátságig. A kávéfüggőség is a kötődés egyik formája.<br><br>Az Információs panel Kötődések elemének tartalmába megtekintheted, hogy egy telepesnek milyen kötődései lehetnek.",,
codex.m.colonists.breakdowns,Mentális Összeomlások,,
codex.m.colonists.breakdowns.desc,"Amikor egy kolonista szörnyű Hangulatban van, Összeomlás következhet be. A telepes dührohamot fog kapni, és egy idő után Hangulati szintje visszaáll a normális mértékre.<br><br>Ritka esetekben az összeomlások súlyos károkhoz vezethetnek a hajódon. Tartsd szemmel a kolonisták Hangulatát, és próbáld meg boldoggá tenni őket, hogy elkerüld a Mentális Összeomlásokat.",,
codex.m.colonists.cloning,Kolonista klónozás,,
codex.m.colonists.cloning.desc,"Építhetsz klónozót és növeszthetsz kolonistákat nyersanyagokból, mint Protein és Víz. Még azt is kiválaszthatod, hogy milyen fajt szeretnél növeszteni – lehet állat, vagy Mászkáló – ha organikus, akkor klónozni is tudod.",,
codex.m.colonists.death,Kolonista meghalt,,
codex.m.colonists.death.desc,"Az élet az űrben kegyetlen, és a halál gyakran elkerülhetetlen. Azonban kolóniád magától regenerálódik, amint az új telepesek felébrednek a hibernációból a Hibernáló Kamrában, vagy más módon csatlakoznak a kolóniádhoz.<br><br>A halál okát úgy határozhatod meg, hogy kiválasztod a halott lényt, és megvizsgálod az információkat az Információs Panelben.<br><br>A Tápanyagkivonóban a halott telepesek feldolgozhatók, biztosítva az élők túléléséhez szükséges alapvető tápanyagokat.",,
codex.m.colonists.mindcontrol,Elmekontroll,,
codex.m.colonists.mindcontrol.desc,"Vannak módszerek a kolonisták irányítására(Emberek és Állatok).A Bétahullámú Adóvevő képes szinkronizálódni a kolóniájával az idő múlásával, és lehetővé teszi a munka prioritásainak módosítását, valamint bizonyos személyek számára közvetlen parancsok kiadását.<br><br>A ""Bétahullámú Ellenállás"" tulajdonsággal rendelkező kolonistákat nem lehet így irányítani.",,
codex.m.colonists.mood,Kolonista Hangulata,,
codex.m.colonists.mood.desc,"A robotmunkásokkal ellentétben a biológiai lényeknek vannak érzései, és lehetnek jó vagy rossz hangulatban. Ha kiválasztasz egy lényt, és megvizsgálod a Hangulat rész tartalmát az Információs Panelen, akkor pontosan megtalálod annak okait, hogy miért növekszik vagy csökken a hangulata. A legtöbb ok megelőzhető, ha megadjuk, amire a lényeknek szükségük van.<br><br>Megvizsgálhatod a szükségleteket is, mivel gyakran a hangulathoz kapcsolódnak.",,
codex.m.colonists.stasiswakeups,Felkelés a hibernációból,,
codex.m.colonists.stasiswakeups.desc,"A Hibernáló Kamra több száz alvó telepest (Embert és Állatot) tartalmaz. Időnként előfordul a hibernáló egység meghibásodása, amely felébreszt valakit.<br><br>A hibernáció felébredések gyakorisága a Hibernációstabilitástól függ. Minél kevésbé stabil a Hibernációs Kamra, annál gyakoribban fordulnak elő a hibák.<br><br>A Hibernációstabilitást úgy ellenőrizheted, hogy kiválasztod a Hibernációs Kamrát, és felkeresi az Információs Panelt.<br><br>Amikor a Hibernációs Kamra Fejlettebb Létfenntartó módba van kapcsolva, szabályozhatod a hibernálásos ébredések gyakoriságát, és igény szerint manuális ébresztést kérhetsz.",,
codex.m.combat,Fegyverek és Harc,,
codex.m.combat.breachcapsules,Támadó Kapszulák,,
codex.m.combat.breachcapsules.desc,"A Támadó Kapszulákat többnyire kalózok használják. A kapszula alulról csatlakozik a hajójdhoz, és átfúrja azt. Ezután a kalózok bejönnek a fúrt lyukon keresztül. A támadók a zsákmányukat a Támadó Kapszulába helyezhetik, majd leválasztják a kapszulát a hajótestről, hogy elmeneküljenek. Ha megölöd az összes kalózt, a Támadó Kapszula a tied lesz. Ezt aztán lebonthatod, hogy értékes nyersanyagokhoz juss, és hogy visszaszerezd az ellopott holmikat.",,
