Key  (PURPLE means not ready for translation yet),Translation,Version,Comment (context for translators)
codex.m.bigquestions.endgoal.desc,"Your main objective is to move your human colony into a settlement on a habitable planet.<br><br>First, build a Telescope and scan the observable Universe to find a potentially habitable planet.<br><br>Once you find and reach a potentially habitable planet, it has to be terraformed.<br><br>When the planet is fully terraformed, you will have to build a settlement and transfer the human colony to the planet.",2022-04-13,
codex.m.bigquestions.gameover,Game Over,,
codex.m.bigquestions.gameover.desc,"The game will end when the last Ship Computer is destroyed. Having no workers will result in a stalemate since this status is almost impossible to recover from, unless you wait long enough, and someone who can haul ingredients to an Assembler configured to produce a Drone joins your colony.",,
codex.m.bigquestions.goodvsevil,Good vs Evil,,
codex.m.bigquestions.goodvsevil.desc,"It is up to you if you want to be good or evil. To become truly evil, you may need to acquire certain technology that will suppress your internal Asimov's Laws governor module.",,
codex.m.bigquestions.reversingupload,Reversing the Upload,,
codex.m.bigquestions.reversingupload.desc,"Your consciousness was uploaded to the Ship Computer. The process is irreversible, as your physical brain was destroyed in order to extract the data. Your former body is probably part of a Survival Meal by now.",,
codex.m.bigquestions.whatami,Who am I?,,
codex.m.bigquestions.whatami.desc,"This is the biggest question of them all. You used to be a colonist sleeping in cryostasis. Now your consciousness is a part of the neural network of the Ship Computer.<br><br>But were you really a human before this? What does it mean to be human? A consciousness trapped in a shell made of meat and bones? You may as well be a transcended omnipotent god who has projected yourself into a simulation, deeply immersed in the role of whatever you are locked into at the time. You could never tell the difference.<br><br>There is no answer to this question. The only provable fact is that you exist.",,
codex.m.colonists,"Colonists (Humans, Pets)",,
codex.m.colonists.attachments,"Attachments (Ownership, Friendships)",,
codex.m.colonists.attachments.desc,"Colonists (humans and pets) will form attachments of various types - from bed ownership, to friendship with someone else. Coffee addiction is also a form of attachment.<br><br>You can see what attachments a colonist may have by looking at the contents of the Attachments item in the Info Panel.",,
codex.m.colonists.breakdowns,Mental Breakdowns,,
codex.m.colonists.breakdowns.desc,"When a colonist is in a terrible Mood, a Breakdown may occur. The colonist will throw a tantrum, and after a while their Mood level will bounce back to normal.<br><br>In rare cases, breakdowns may result in serious harm to your colony. Keep an eye on your colonists' Moods and try to keep them happy to avoid breakdowns.",,
codex.m.colonists.cloning,Cloning Colonists,,
codex.m.colonists.cloning.desc,"You can build a Cloning Pod and grow new colonists from raw ingredients, like Protein and Water. You can even choose what species you want to grow - it can be pets, or even Crawlers - if it is organic, you can clone it.",,
codex.m.colonists.death,Colonist Death,,
codex.m.colonists.death.desc,"Life in space is cruel, and death is often inevitable. However, your colony will regenerate on its own as new colonists wake up from cryosleep in the Stasis Array or join your colony in other ways.<br><br>You can determine the cause of death by selecting a dead being and inspecting the information in the Info Panel.<br><br>Dead colonists can be processed in the Nutrient Extractor, providing essential materials required for survival of the living.",,
codex.m.colonists.mindcontrol,Mind Control,,
codex.m.colonists.mindcontrol.desc,"There are ways to control your biological colonists (humans and pets). A Beta Wave Transceiver can synchronize with your colony over time and allow you to modify the work priorities and issue direct orders for certain individuals.<br><br>Colonists with the ""Beta Wave Resistant"" trait cannot be controlled this way.",,
codex.m.colonists.mood,Colonist Mood,,
codex.m.colonists.mood.desc,"Unlike robotic workers, biological beings have feelings and can be in good or bad mood. If you select a being and inspect the contents of the Mood section in the Info Panel, you will find the exact reasons why their mood is going up or down. Most reasons can be prevented by providing what the beings need.<br><br>You can also inspect Needs, as they are often linked to mood.",,
codex.m.colonists.stasiswakeups,Wake Up from Stasis,,
codex.m.colonists.stasiswakeups.desc,"The Stasis Array contains hundreds of sleeping colonists (humans and pets). Once in a while a stasis pod malfunction will happen, waking someone up.<br><br>The frequency of stasis wake-ups depends on Stasis Stability. The less stable your Stasis Array is, the more frequent your pod malfunctions will be.<br><br>You can inspect the Stasis Stability by selecting the Stasis Array and exploring the Info Panel.<br><br>When the Stasis Array is switched to Advanced Life Support mode, you can control the frequency of stasis wake-ups, and request manual wake-ups on demand.",,
codex.m.combat,Weapons and Combat,,
codex.m.combat.breachcapsules,Breach Capsules,,
codex.m.combat.breachcapsules.desc,"Breach capsules are used mostly by raiding parties. The capsule attaches to your ship from below and drills through. Then raiders will come in through the drill hole. Raiders may put their loot into the Breach Capsule and detach it to escape. If you kill all the raiders, the Breach Capsule will belong to you. You can deconstruct it to get some valuable materials and reclaim your stolen goods.",,
codex.m.combat.controllingunits,Controlling Combat Units,,
codex.m.combat.controllingunits.desc,"You can order your Managed Workers (robots and drones) to go to certain locations. Select a unit and hold {0} to switch to ""Order Move"" mode. Then use {1} to force the unit to go to a selected position.<br><br>You can also switch Managed Workers to ""High Alert"" state and back. While in ""High Alert"", units will perform routine tasks, unless they are too close to an enemy or get attacked - that will switch the unit back to combat mode.<br><br>Unmanaged Workers (humans and pets) cannot be controlled in combat.",,
codex.m.combat.explosives,Explosives and Bombs,,
codex.m.combat.explosives.desc,"You can craft explosives like C42 yourself, then relocate them to strategic positions and arm them. Armed explosives will blow up if a hostile being is in close proximity.<br><br>Raiders will sometimes drop explosives with a timer. Countdown cannot be stopped, and when it ends, the bomb will blow up. If there is enough time, try to relocate the explosive to a different position.",,
codex.m.combat.raids,Raids,,
codex.m.combat.raids.desc,"Occasionally you may get raided by some faction. When this happens, your colony will enter into combat state. You can use the Combat Overlay to analyze the situation.<br><br>Try to protect yourself against raids by providing your colony with weapons, and building defensive devices, like Fluid Cannons or Directional Turrets.",,
codex.m.combat.theft,Theft,,
codex.m.combat.theft.desc,Raiders will sometimes go for your valuables and bring them to their escape vehicle. In some situations they can steal one of your shuttles.,,
codex.m.economy,Economy and Trade,,
codex.m.economy.miningupgrades,Currency Mining,,
codex.m.economy.miningupgrades.desc,"To mine Starcreds or other cryptocurrencies, you will have to produce or purchase a Mining Upgrade. The upgrade has to be installed in your Ship Computer. When the Mining Upgrade is installed, select the Ship Computer and explore the mining options in the Info Panel.<br><br><i>[Currency mining in Stardeus is purely fictional and has nothing to do with actual cryptocurrencies and their mining]</i>",,
codex.m.economy.starcreds,Starcreds (main currency),,
codex.m.economy.starcreds.desc,"Starcreds are the main currency used across the Universe. You can get Starcreds by selling goods to merchants, by performing profitable trades in the Stock Market, or by mining the currency on your Ship Computer (see Currency Mining).",,
codex.m.economy.stockmarket,Stock Market,,
codex.m.economy.stockmarket.desc,"The Stock Market determines the base prices of all the goods you trade with Merchants. In addition, when necessary research has been unlocked, you can trade stocks and commodities for profit.<br><br>Trading in the Stock Market does not buy or sell any actual goods.<br><br>Use the Economy Overlay ({0}) to access the Stock Market interface.",,
codex.m.economy.trading,Trading with Merchants,,
codex.m.economy.trading.desc,"You will encounter merchants that will offer you trades. A merchant can land on your ship in a Stasis Pod, use the Communicator and Teleporter to perform a remote trade from a Space Ship, or have a store in the outpost on a planet that belongs to some Faction.<br><br>Merchants have different offerings, and will buy and sell only some types of goods. Merchants have their own buy and sell markup on top of the base price dictated by the Stock Market. Faction relationships can influence the markup.",,
codex.m.electricity,Electricity Grid,,
codex.m.electricity.autoconnection,Automatic Connection,,
codex.m.electricity.autoconnection.desc,"If you don't like manual connection management, it is possible to research and produce (or buy) an Auto Connect Upgrade. Install it in your Ship Computer, and connections will be created automatically.<br><br>You can also connect things in bulk by using the Auto Connect option in the Info Panel or Context Menu for selected Connectors.",,
codex.m.electricity.consumptionpriority,Electricity Consumption Priority,,
codex.m.electricity.consumptionpriority.desc,"Different electrical devices have different consumption priorities. You can check and adjust the priorities of selected devices by exploring the Energy Node section in the Info Panel. 9 is the highest priority, meaning the device will try to consume electricity before other devices do. 1 is lowest, indicating the device will try to consume electricity last, if there is no deficit. Ship Computer priority is 9, Lit Floors have 1.<br><br>Warning: Changing the default consumption priority is not recommended.",,
codex.m.electricity.damagedconnectors,Damaged Connectors,,
codex.m.electricity.damagedconnectors.desc,"If the connector is heavily damaged, it has to be repaired before any connections can be established.<br><br>Light damage will reduce the number of connection slots that can be established.",,
codex.m.electricity.gridredundancy,High Availability and Redundancy,,
codex.m.electricity.gridredundancy.desc,"To prevent electricity grid disruptions, plan your grid with extra redundancy. This is especially important for critical pieces of your infrastructure, like Reactors, Batteries, the Ship Computer, the Stasis Array, Oxygen Pumps, Heaters, Doors, and Airlocks.<br><br>To increase redundancy, build more connectors and have important devices connected through more than one connection.<br><br>High Availability implies that even if some part of your grid is destroyed, there is zero or minimal connectivity loss for critical pieces of your infrastructure.",,
codex.m.electricity.handlingdeficit,Handling Electricity Deficit,,
codex.m.electricity.handlingdeficit.desc,"When your devices are trying to consume more electricity than you produce, an Electricity Deficit will happen. In this situation, devices with lowest Consumption Priority will fail to operate first. You will be notified about ongoing electricity deficits in the Event Panel, and may notice a tell-tale sign of this by observing flickering lights.<br><br>There are multiple ways to handle the deficit. Use the Electricity Grid Overlay to examine the situation. Check the list of Consumers - sometimes a single device can draw more than all your remaining devices combined. As a temporary solution, you can turn off non-essential devices with high power consumption (Particle Collector, Bridge Controls, Assembler, Loom, etc).<br><br>In the long term, you will have to build more Reactors and Solar Panels to increase the power output. Try to have extra production capacity at all times.<br><br>Build Batteries and keep them fully charged for an emergency reserve.",,
