Key  (PURPLE means not ready for translation yet),Translation,Version,Comment (context for translators)
chasing.target,{0} 추적 중,,"{0} will be the target (person) name (i.e. ""Chasing John"")"
choose.color,색상 선택,,
clean.biowaste,바이오폐기물 청소,,
clean.dust,먼지 청소,,
clean.floors,바닥 청소,,
clean.now,즉시 청소,,
clean.priority,청소 우선 순위,,
clean.solar.panel,태양 전지 패널 청소,,
cleaning.bot,클리닝 봇,,A robot that cleans floors
cleaning.floors,바닥 청소,,Displayed when a person or robot is cleaning floors (action).
cleaning.ocd,OCD 청소,,"Name of a human trait, which makes someone become obsessive about cleaning. OCD is short for Obsessive Compulsive Disorder."
clear.all,모두 제거,,
clear.history,기록 삭제,,
click.input.to.rebind,새 입력 활성화 (5초간 대기),,"A label displayed when a change in keyboard or controller bindings is being initiated. You want to rebind a shortcut to a different key, or change the controller stick that handles camera pan, you click on existing binding and this message is displayed while the game waits for you to press a button or move a stick, etc. It doesn't say ""Press a button"" because it may not always be a button (gamepad stick is a small joystick, etc)"
click.to.bind,클릭하여 할당,,
clipboard.is.empty,클립보드가 비어 있음,,
clone,클론,,
clone.desc,클론은 정상적인 방식으로 태어나지 않고 실험실에서 태어난 존재입니다. 클론은 나이에 관계없이 성인과 비슷한 외모와 행동을 취합니다.,,
cloning.bar,복제 중: {0},,"A label for the progress bar of a cloning device. {0} is what the device is currently cloning. I.e. ""Cloning: Human"""
close,닫기,,
close.floor.vent,바닥 환기구 닫기,,
close.starmap,스타맵 닫기,,
close.vent,환기구 닫기,,
codex,코덱스,,
codex.blueprints,설계도,,
codex.blueprints.mode.All,모두,,
codex.blueprints.mode.Locked,미연구,,
codex.blueprints.mode.Unlocked,연구 완료,,
codex.entry,코덱스 엔트리,,
codex.equipment,장비,,
codex.factions,세력,,
codex.m.basebuilding,기지 건물,,
codex.m.basebuilding.buildacopy,기존 개체의 복사본 건설,,
codex.m.basebuilding.buildacopy.desc,"이미 건설된 오브젝트를 복사하고 싶다면 아이템을 선택하고 정보 패널이나 메뉴에서 ""건설 복사"" 메뉴 항목을 선택하십시오. 오브젝트가 선택되어 있는 동안 바로 가기 {0}키를 사용할 수도 있습니다.<br><br>커넥터를 복사하려면 연결을 끌어 빈 바닥 타일에 놓습니다. (설정에서 켜고/끄기 가능)<br><br>이 방법으로 복사할 수 없으면 설계도가 잠금 해제되었는지 다시 확인하십시오.",,
codex.m.basebuilding.devicewear,장치 손상,,
codex.m.basebuilding.devicewear.desc,"대부분의 장치, 특히 전력을 사용하는 장치는 시간이 지날수록 손상됩니다. 개척민의 행동에 따라 가속화 될 수도 있습니다. 예를 들어 장치 켜고/끄기를 반복하면 손상이 추가됩니다.<br><br>장치의 손상도가 100% 도달하면 기기는 ""노화"" 손상을 받기 시작합니다. 그 시점부터는 더 이상 수리가 불가능합니다. 장치를 분해하여 새 장치로 교체해야 됩니다.",,
codex.m.basebuilding.relocatingobjects,오브젝트 재배치,,
codex.m.basebuilding.relocatingobjects.desc,"장치를 다른 위치로 옮기고 싶을 수도 있습니다. 장치를 선택한 다음 정보 패널에서 ""재배치""를 선택하십시오. 장치가 선택된 상태에서 {0} 키를 사용할 수도 있습니다.<br><br>장치를 제자리에서 방향을 변경하는데도 사용할 수 있습니다.<br><br>장치를 재배치할때 건설 스킬이 필요할 수도 있습니다. 함선 컴퓨터나 극저온 동면 시스템 같은 복잡한 장치는 스킬이 높은 작업 유닛만 가능합니다.<br><br>여러 오브젝트를 선택하여 동시에 재배치할 수 있습니다.",,
codex.m.basebuilding.teleporters,텔레포터,,
codex.m.basebuilding.teleporters.desc,"<b>텔레포터</b> 장치는 다른 텔레포터 장치에 대한 단방향 포털을 만들 수 있습니다.<br><br>2개의 텔레포터를 서로 연결하여 양방향 포털을 만들 수 있습니다.<br><br>교역선, 우주 정거장 또는 행성 전초 기지와의 거래에도 작동하는 텔레포터가 필요합니다.",,
codex.m.basebuilding.winching,윈칭,,
codex.m.basebuilding.winching.desc,"윈치 후크와 윈치 앵커를 사용하여 함선의 부서진 부분을 릴로 당길 수 있습니다.  윈치 후크를 함선의 가장자리 근처에, 윈치 앵커는 분리된 배의 가장자리 근처에 건설하십시오. 그런 다음 윈치 후크를 선택하고 정보 패널 또는 상황별 메뉴를 사용하여 섹션을 당깁니다.<br><br>방해물(태양 전지판, 엔진 등)이 있으면 작동이 중단됩니다.<br><br>윈치 후크 및 윈치 앵커 설계도를 얻으려면 연구 트리에서 윈치 과학기술을 잠금 해제해야 합니다.",,
codex.m.bigquestions,중요한 문제,,
codex.m.bigquestions.endgoal,최종 목표,,
codex.m.bigquestions.endgoal.desc,"당신의 주요 목표는 거주가능한 행성에 정착지를 만드는 것입니다.<br><br>먼저, 텔레스코프를 건설하고 우주를 스캔하여 거주 가능한 행성을 찾아야됩니다.<br><br>잠재적으로 거주 가능한 행성을 찾았다면 테라포밍을 해야됩니다.<br><br>행성에 테라포밍이 완료되면 콜로니를 건설하고 행성으로 옮겨야 합니다.",2022-04-13,
codex.m.bigquestions.gameover,Game Over,,
codex.m.bigquestions.gameover.desc,마지막 함선 컴퓨터가 파괴되면 게임이 종료됩니다. 작업 유닛도 없으면 게임이 교착 상태에 빠지고 복구가 거의 불가능합니다. 당신이 충분히 오래 기다릴 생각이 있으면 드론을 생산하도록 조립기로 재료를 운반할 수 있는 누군가가 당신의 식민지에 합류할 수도 있습니다.,,
codex.m.bigquestions.goodvsevil,선과 악,,
codex.m.bigquestions.goodvsevil.desc,선을 원하든 악을 원하든 스스로 결정할 수 있습니다. 진정한 악이 되고 싶다면 아시모프의 원칙 모듈을 억제하는 기술을 습득할 수도 있습니다.,,
codex.m.bigquestions.reversingupload,업로드 되돌리기,,
codex.m.bigquestions.reversingupload.desc,당신의 의식은 함선 컴퓨터에 업로드되었습니다. 데이터를 추출하기 위해 물리적인 두뇌가 파괴되었기 때문에 이 작업은 되돌릴 수 없습니다. 당신의 이전 몸은 아마도 지금쯤 생존 식사의 일부가 되었을 것입니다.,,
codex.m.bigquestions.whatami,나는 누구인가?,,
codex.m.bigquestions.whatami.desc,"이것은 모든 문제 중 가장 중요합니다. 당신은 극저온 환경에서 휴면중인 콜로니의 개척자였습니다. 이제 당신의 의식은 함선의 중앙 컴퓨터의 신경망과 통합되었습니다. <br><br>하지만, 당신은 전에 정말 인간이었나? 인간이란 무엇인가? 몸에 갇힌 의식의 몸인가? 또한 타의 추종을 불허하는 전능하신 하나님일 수도 있습니다. 당시의 사회적 역할과 깊이 연관되어 시뮬레이션된 세계에 자신을 투영하십시오. 당신은 말할 수 없습니다. <br><br>이 질문에 대한 답변이 없습니다. 유일한 확신은 당신은 진짜라는 것입니다.",,
codex.m.colonists,"개척자 (인간, 애완동물)",,
codex.m.colonists.attachments,"애착 (소유권, 우정)",,
codex.m.colonists.attachments.desc,콜로니 개적자(인간과 애완 동물)는 침대 소유권에서 다른 사람과의 우정에 이르기까지 다양한 유형의 애착을 형성합니다. 커피 중독도 애착의 한 형태입니다.<br><br>정보 패널의 할당 항목 내용을 보면 식민지 개척자가 어떤 애착을 가질 수 있는지 알 수 있습니다.,,
codex.m.colonists.breakdowns,정신 붕괴,,
codex.m.colonists.breakdowns.desc,개척자가 나쁜 감정에 빠지면 정신이 붕괴될 수 있습니다. 콜로니 사람들은 화를 내지만 시간이 지나면 다시 정상으로 돌아옵니다.<br><br>어떤 경우에는 전신 붕괴가 콜로니에 심각한 피해를 줄 수 있습니다. 개척자들의 정신를 유심히 관찰하여 그들이 기분 좋게 유지하고 정신 붕괴를 피할 수 있도록 하세요.,,
codex.m.colonists.cloning,개척자 복제,,
codex.m.colonists.cloning.desc,복제 포드에서 단백질과 물과 같은 재료로 새 콜로니 주민을 생성할 수 있습니다. 유기 생명체라면 복제가 가능합니다. 애완 동물이나 파충류와 같은 종을 선택할 수도 있습니다.,,
codex.m.colonists.death,개척자 죽음,,
codex.m.colonists.death.desc,우주에서의 삶은 매우 가혹하며 죽음은 피할 수 없습니다. 그러나 새로운 개척자들이 극저온 동면 시스템의 극저온 수면에서 깨어나거나 다른 방법으로 콜로니에 합류함으로서 콜로니는 저절로 재생될 것입니다.<br><br>사망한 존재를 선택하면 정보 패널에서 사망 원인을 확인할 수 있습니다.<br><br>죽은 식민지 주민은 영양소 추출기로 처리하여 산 자의 생존에 필요한 필수 재료를 제공할 수도 있습니다.,,
codex.m.colonists.mindcontrol,마인드 컨트롤,,
codex.m.colonists.mindcontrol.desc,"다음은 생물학적 생물(인간 및 애완동물)를 통제하는 몇 가지 방법입니다. 베타 웨이브 트랜시버는 식민지 주민을 미묘하게 동화시킬 수 있으므로 작업 우선 순위를 수정하고 특정 개인에게 직접 명령을 내릴 수 있습니다. <br><br>개적차들이 ""베타 웨이브 저항"" 특성을 가지고 있다면 이런 식으로 통제할 수 없습니다.",,
codex.m.colonists.mood,개척자 기분,,
codex.m.colonists.mood.desc,살아 있는 존재는 좋든 나쁘든 자신만의 감정이 있다는 점에서 로봇과 다릅니다. 그들의 기분이 좋은지 나쁜지 구체적인 이유를 알고 싶다면 단위를 선택하고 정보창의 기분 부분에서 내용을 확인하면 된다. 대부분의 경우 필요한 물품을 제공함으로써 기분이 좋지 않은 것을 피할 수 있습니다. <br><br>기분과도 관련된 욕구 섹션의 내용도 확인할 수 있습니다.,,
codex.m.colonists.stasiswakeups,동면에서 소생,,
codex.m.colonists.stasiswakeups.desc,극저온 동면 시스템에는 수백 명의 잠자는 콜로니 주민(인간 및 애완 동물)이 있습니다. 때로는 오작동이 일어나 누군가를 소생시키기도 합니다. <br><br>소생하는 빈도는 휴면 포드의 안정성에 따라 다릅니다. 안정성이 낮을수록 포드 오작동이 더 자주 발생합니다.<br><br>스테이시스 어레이를 선택하고 정보 패널을 탐색하여 동면 안정성을 검사할 수 있습니다. <br><br>극저온 동면 시스템이 작동할 때 고성능 생명 유지 모드로 전환되면 동면 소생의 빈도를 제어하고 요청 시 수동 소생을 요청할 수 있습니다.,,
codex.m.combat,무기와 전투,,
codex.m.combat.breachcapsules,강습 캡슐,,
codex.m.combat.breachcapsules.desc,"침입 캡슐은 대부분 레이드에 의해 사용됩니다. 캡슐은 아래로부터 당신의 배에 부착되고 뚫립니다. 그러면 강습자들이 드릴 구멍을 통해 나올 것입니다. 침입자는 약탈품을 침입 캡슐에 넣고 분리하여 탈출할 수 있습니다. 만약 당신이 모든 습격자들을 죽인다면, 브리치 캡슐은 당신의 것입니다. 귀중품을 분해하여 귀중한 재료를 얻고 도난당한 물건을 되찾을 수 있습니다.",,
codex.m.combat.controllingunits,전투 유닛 통제,,
codex.m.combat.controllingunits.desc,"제어된 작업 유닛(로봇 및 드론)에게 지정된 위치로 이동하도록 명령할 수 있습니다. 유닛을 선택하고 {0}을 길게 눌러 명령 이동 모드로 전환합니다. 그런 다음 {1}을 사용하여 셀을 지정된 위치로 이동합니다. <br><br>제어된 작업 단위를 ""높은 경보""로 전환했다가 다시 전환할 수도 있습니다. ""높은 경보"" 상태에서 유닛은 정상적으로 임무를 수행하고 적에게 너무 가까이 접근하거나 공격을 받으면 전투 모드로 다시 전환합니다. <br><br>전투에서는 제어되지 않는 작업 단위(인간 및 애완 동물)를 제어할 수 없습니다.",,
codex.m.combat.explosives,폭발물 및 폭탄,,
codex.m.combat.explosives.desc,C42와 같은 폭발물을 만든 다음 전략적 위치로 재배치하여 조립할 수 있습니다. 적대적 유닉이 근처에 있으면 폭발물이 터집니다. <br><br> 침입자는 종종 시한 폭발물을 투척합니다. 타이머는 끌 수 없으며 카운트다운이 끝나면 폭발합니다. 시간이 충분하다면 폭발물을 다른 위치로 재배치할 수 있습니다.,,
codex.m.combat.raids,습격,,
codex.m.combat.raids.desc,다른 세력의 습격을 받을 수 있습니다. 습격을 받은 후 콜로니는 전투에 돌입합니다. 전투 정보 표시줄을 사용하여 전투 상황을 분석할 수 있습니다. <br><br>콜로니에 무기를 제공하고 유체 대포 또는 방향 포탑과 같은 방어 장치를 구축하여 습격으로부터 보호하십시오.,,
codex.m.combat.theft,도둑,,
codex.m.combat.theft.desc,침입자는 때때로 귀중품을 훔쳐 도망 갈 것입니다. 어떤 상황에서는 그들은 당신의 셔틀 중 하나를 훔칠 수 있습니다.,,
codex.m.economy,경제 및 무역,,
codex.m.economy.miningupgrades,통화 채굴,,
codex.m.economy.miningupgrades.desc,Starcred 또는 기타 암호화폐를 채굴하려면 채굴 업그레이드를 생산하거나 구매해야 합니다. 함선 컴퓨터 업그레이드 모듈을 설치할 수 있습니다. 채굴 업그레이드가 설치되면 함선 컴퓨터를 선택하고 정보 패널에서 채굴 옵션을 선택하십시오.<br><br><i>[Stardeus의 통화 마이닝은 순전히 허구이며 실제 암호화폐 및 해당 마이닝과 관련이 없습니다.] </i>,,
