Key,Translation,Version,Comment (context for translators)
codex.m.bigquestions.whatami.desc,"Це чи не найскладніше із усіх питань. Колись ви були колоністом - одним із тих, хто перебував у одній із кріо-камер у складі Стазис-Масиву. А тепер ваша свідомість є частиною Нейро-Мережі та Корабельного Комп'ютера.<br><br>Але чи були ви, насправді, людиною до цього перетворення? Що взагалі означає ""бути людиною""? Свідомість, що уполонена у оболонці із м'яса та кісток? Із тим же успіхом ви можете бути трансцендентною всемогутньою божественною істотою, що втілила себе як частину проєкту із симуляції реальності, наразі глибоко занурену у роль тієї сутності, у полоні якої ви перебуваєте цієї миті. Наврядче можливо визначити так це чи ні.<br><br>Тож, можна сказати що до цього питання не існує коректної однозначної відповіді. Безсумнівним лише є факт вашого існування.",,
codex.m.colonists,"Колоністи (Люди, Тварини)",,
codex.m.combat,"Відносини (Володіння, Дружба)",,
codex.m.economy,Економіка та Торгівля,,
codex.m.electricity,Електрична Мережа,,
codex.m.electricity.autoconnection,Автоматичне Підключення,,
codex.m.electricity.damagedconnectors,Пошкоджені Конектори,,
codex.m.electricity.damagedconnectors.desc,"Конектор, що отримав значні пошкодження, повністю втрачає свій функціонал. Такий конектор потребує ремонту перед тим, як можна буде задіяти його для організації підключень до Мережі.<br><br>Конектор із незначними пошкодженнями залишається у частково функціональному стані - зменшується кількість підключень, що він здатен підтримувати одночасно.",,
codex.m.electricity.gridredundancy,Висока Доступність та Надмірність,,
codex.m.electricity.gridredundancy.desc,"Для запобігання порушенням роботи електричної мережі, слід ретельно планувати її, із урахуванням додаткової Надмірності. Цей аспект є особливо важливим при плануванні підключень об'єктів критичної інфраструктури, таких як Реактори, Батареї, Стазис-Масиви, Корабельні Комп'ютери, Генератори Кисню та Нагрівачі, Двері та Воздушні Шлюзи<br><br>Поліпшити Надмірність можна за допомогою більшої кількості конекторів, підключаючи важливі об'єкти більше ніж одним підключенням.<br><br>Висока Доступність означає, що навіть за умови руйнування частини Корабля, разом із конекторами та частиною електричної мережі, об'єкти критичної інфраструктури не будуть знеструмлені.",,
codex.m.electricity.handlingdeficit,Як Владнати Дефіцит Електрики,,
codex.m.electricity.managingunreachabledevices,Керування Недосяжними Пристроями,,
codex.m.electricity.multiplegrids,Декілька Мереж,,
codex.m.electricity.multiplegrids.desc,"Технічно можливо змонтувати та користуватися більше ніж однією Мережею. Слід пам'ятати, що керувати пристроями та підключеннями буде можливо якщо Корабельний Комп'ютер підключено до тієї самої Мережі, до якої підключено такі пристрої.<br><br>Проте у більшості сценаріїв вам варто таки з'єднати відокремлені Мережі у єдину. У разі необхідності швидко відключати частину Мережі - слід використовувати Перемикач, та організовувати з'єднання сегментів Мережі через нього.",,
