Key,Translation,Version,Comment
codex.m.baseb,uilding.winching.desc,"Vous pouvez utiliser le crochet de treuil et l'ancre de treuil pour connecter une section cassée au vaisseau. Construisez le crochet de treuil près du bord de votre vaisseau, construisez l'ancre de treuil près du bord d'une section de vaisseau déconnecté. Sélectionnez ensuite le crochet de treuil et utilisez le panneau d'informations ou le menu contextuel pour faire défiler la section.<br><br>L'opération sera interrompue s'il y a des obstacles sur le chemin (panneaux solaires, moteurs, etc.).<br><br>Vous devez déverrouiller la technologie dans l'arbre de recherche pour acquérir les plans du crochet de treuil et de l'ancre de treuil.",,
codex.m.bigqu,estions,Questions importantes,,
codex.m.bigqu,estions.endgoal,Objectif final,,
codex.m.bigqu,estions.endgoal.desc,"Votre objectif principal est de déplacer votre colonie humaine dans une planète habitable.<br><br>Tout d'abord, construisez un télescope et scannez l'univers observable pour trouver une planète potentiellement habitable.<br><br>Une fois que vous avez trouvé et atteint une planète potentiellement habitable, elle doit être terraformée.<br><br>Lorsque la planète est entièrement terraformée, vous devez construire une colonie et transférer les humaine sur la planète.",2022-04-13,
codex.m.bigqu,estions.gameover,Game Over,,
codex.m.bigqu,estions.gameover.desc,"Si le dernier ordinateur du vaisseau est détruit, c'est la fin. Ne pas avoir de travailleurs est une impasse, car il est presque impossible de s'en remettre, à moins que vous n'attendiez assez longtemps et que quelqu'un puisse transporter les materiaux vers un assembleur configuré pour produire un drone qui rejoindra votre colonie.",,
codex.m.bigqu,estions.goodvsevil,Le bien contre le mal,,
codex.m.bigqu,estions.goodvsevil.desc,"C'est à vous de décider si vous voulez être bon ou mauvais. Pour devenir vraiment mauvais, vous devrez peut-être acquérir certaines technologies qui supprimeront votre module interne de sécurité des lois d'Asimov.",,
codex.m.bigqu,estions.reversingupload,Inverser le téléchargement,,
codex.m.bigqu,estions.reversingupload.desc,"Votre conscience a été téléchargée sur l'ordinateur du vaisseau. Le processus est irréversible, car votre cerveau physique a été détruit afin d'extraire les données. Votre ancien corps fait probablement partie d'un repas de survie maintenant.",,
codex.m.bigqu,estions.whatami,Qui suis-je ?,,
codex.m.bigqu,estions.whatami.desc,"C'est la plus grande question de toutes. Vous étiez un colon dormant en cryostase. Maintenant, votre conscience fait partie du réseau neuronal de l'ordinateur du vaisseau.<br><br>Mais étiez-vous vraiment un humain avant cela ? Qu'est-ce que cela signifie ""être un humain ?"". Une conscience emprisonnée dans une coquille faite de viande et d'os ? Vous pouvez tout aussi bien être un dieu omnipotent transcendé qui s'est projeté dans une simulation, profondément immergé dans le rôle de ce dans quoi vous êtes enfermé. À l'époque, vous ne pouviez jamais faire la différence.<br><br>Il n'y a pas de réponse à cette question. Le seul fait prouvable est que vous existez.",,
codex.m.colon,ists,"Colons (humains, animaux domestiques)",,
codex.m.colon,ists.attachments,"Attachements (propriété, amitiés)",,
codex.m.colon,ists.attachments.desc,"Les colons (humains et animaux domestique) formeront des attachements de différents types de la possession d'un lit à l'amitié avec quelqu'un d'autre.La dépendance au café est également une forme d'attachement.<br><br>Vous pouvez voir quels attachements un colon peut avoir en regardant les attachements du panneau d'informations.",,
codex.m.colon,ists.breakdowns,Dépressions mentales,,
codex.m.colon,ists.breakdowns.desc,"Lorsqu'un colon est d'une humeur terrible, une dépression peut survenir. Le colon fera une crise de colère et après un certain temps, le niveau d'humeur reviendra à la normale.<br><br>Dans de rares cas, les dépressions peuvent entraîner de graves problèmes à votre colonie. Gardez un œil sur l'humeur de vos colon et essayez de les garder heureux pour éviter les dépressions.",,
codex.m.colon,ists.cloning,Cloner des colons,,
codex.m.colon,ists.cloning.desc,"Vous pouvez construire un pod de clonage et faire grandir de nouveaux colons à partir d'ingrédients bruts, comme des protéines et de l'eau. Vous pouvez même choisir l'espèce que vous voulez faire pousser - il peut s'agir d'animaux domestique ou même de rampants - s'il est biologique, vous pouvez le cloner !",,
codex.m.colon,ists.death,Décès de colon,,
codex.m.colon,ists.death.desc,"La vie dans l'espace est cruelle et la mort est souvent inévitable. Cependant, votre colonie se régénérera d'elle-même, car de nouveaux colons se réveilleront du sommeil cryogénique ou rejoindront votre colonie d'une autre manière.<br><br> Vous pouvez déterminer la cause du décès en sélectionnant un être mort et en inspectant le panneau d'informations.<br><br>Les colons morts peuvent être traités dans l'extracteur de nutriments, fournissant les matériaux essentiels nécessaires à la survie des vivants.",,
codex.m.colon,ists.mindcontrol,Contrôle mental,,
codex.m.colon,ists.mindcontrol.desc,"Il existe des moyens de contrôler vos colons biologiques (humains et animaux domestique). Un émetteur-récepteur à ondes bêta peut se synchroniser avec votre colonie dans le temps et vous permettre de modifier les priorités de travail et de donner des ordres directs à certains individus.<br><br>Colons avec Le trait ""Résistance à l'onde Béta"" ne peut pas être contrôlé de cette façon.",,
codex.m.colon,ists.mood,Humeur du colon,,
codex.m.colon,ists.mood.desc,"Contrairement aux robot, les êtres biologiques ont des sentiments et peuvent être de bonne ou de mauvaise humeur. Si vous sélectionnez un être et inspectez la section Humeur dans le panneau d'informations, vous trouverez les raisons exactes pour lesquelles l'humeur monte ou descend. La plupart des raisons peuvent être évitées en fournissant ce dont ils ont besoin.<br><br>Vous pouvez également inspecter les besoins, car ils sont souvent liés à l'humeur.",,
codex.m.colon,ists.stasiswakeups,Réveillez-vous de la stase,,
codex.m.colon,ists.stasiswakeups.desc,"La chambre de stase contient des centaines de colons endormis (humains et animaux domestiques). De temps en temps, un dysfonctionnement du module de stase se produira, réveillant quelqu'un.<br><br>La fréquence des réveils dépend de la stabilité de la Chambre. Moins votre chambre est stable, plus les dysfonctionnements seront fréquents.<br><br>Vous pouvez inspecter la stabilité de chambre en sélectionnant la chambre de stase et en explorant le panneau d'informations.<br><br>Lorsque la chambre de stase est passée en mode ""Support de vie avancé"", vous pourez contrôler la fréquence des réveils de stase et demander des réveils manuels.",,
codex.m.comba,t,Armes et Combat,,
codex.m.comba,t.breachcapsules,Capsules d'abordage,,
codex.m.comba,t.breachcapsules.desc,"Les capsules d'abordage sont principalement utilisées par les groupes de raid. La capsule s'attache à votre vaisseau par le bas et perce à travers. Ensuite, les pillards sortiront par le trou. Les pillards peuvent mettre leur butin dans la capsule d'abordage et la détacher pour s'échapper. Si vous tuez tous les pillards, la capsule d'abordage vous appartiendra. Vous pouvez la déconstruire pour obtenir des matériaux précieux et récupérer vos biens volés.",,
codex.m.comba,t.controllingunits,Contrôle des unités de combat,,
codex.m.comba,t.controllingunits.desc,"Vous pouvez ordonner à vos unités (robots et drones) d'aller à certains endroits. Sélectionnez une unité et maintenez {0} pour passer en mode ""Ordre de mouvement"". Ensuite, utilisez {1} pour forcer l'unité à aller à la position sélectionné.<br><br>Vous pouvez également basculer les travailleurs vers l'état ""Alerte élevée"" et inversement. En ""Alerte élevée"", les unités effectueront des tâches de routine, à moins qu'elles ne soient trop proches d'un ennemi ou qu'elles sont attaqué - cela remettrait l'unité en mode combat.<br><br>Les unités non gérés (humains et animeaux) ne peuvent pas être contrôlés en combat.",,
codex.m.comba,t.explosives,Explosifs et bombes,,
codex.m.comba,t.explosives.desc,"Vous pouvez fabriquer vous-même des explosifs comme le C42, puis les déplacer vers des positions stratégiques et les armer. Les explosifs armés exploseront si un être hostile se trouve à proximité.<br><br>Les pillards larguent parfois des explosifs avec une minuterie. Le compte à rebours ne peut pas être arrêté, et quand il se termine, la bombe explose. S'il reste suffisamment de temps, il est recommandé d'essayer de déplacer l'explosif dans une position différente.",,
codex.m.comba,t.raids,Raids,,
codex.m.comba,t.raids.desc,"De temps en temps, vous pouvez être attaqué par une faction. Lorsque cela se produit, votre colonie entrera en état de combat. Vous pouvez utiliser la surcouche ""Combat"" pour analyser la situation.<br><br>Essayez de vous protéger contre les raids en fournissant à votre colonie des armes et en construisant des dispositifs défenses, comme des canons ou des tourelles directionnelles.",,
codex.m.comba,t.theft,Vol,,
codex.m.comba,t.theft.desc,"Les pillards iront parfois chercher vos objets de valeur et les amèneront à leur véhicule de fuite. Dans certaines situations, ils peuvent voler l'une de vos navettes.",,
codex.m.econo,my,Economie et Commerce,,
codex.m.econo,my.miningupgrades,Extraction de devises,,
codex.m.econo,my.miningupgrades.desc,"Pour miner des Starcreds ou d'autres crypto-monnaies, vous devrez produire ou acheter une mise à niveau de minage. La mise à niveau doit être installée dans l'ordinateur du vaisseau. Lorsque la mise à niveau de minage est installée, sélectionnez l'ordinateur et explorez les options de minage dans le panneau d'informations.<br><br><i>[Le minage de devises dans Stardeus est purement fictif, cela n'a rien à voir avec les crypto-monnaies réelles et leur minage]</i>",,
codex.m.econo,my.starcreds,Starcreds (devise principale),,
codex.m.econo,my.starcreds.desc,"Les Starcreds sont la principale devise utilisée dans l'univers. Vous pouvez obtenir des Starcreds en vendant des marchandises aux marchands, en effectuant des transactions sur le marché boursier ou par minage via ordinateur du vaisseau (voir Extraction de devises).",,
codex.m.econo,my.stockmarket,Marché boursier,,
codex.m.econo,my.stockmarket.desc,"Le marché boursier détermine les prix de base de tous les biens lorsque vous négociez avec des marchands. De plus, lorsque la recherche nécessaire est déverrouillée, vous pouvez échanger des actions et des matières premières à des fins lucratives.<br><br>Le trading sur le marché boursier n'achète ni ne vend de biens réels.<br><br>Utilisez la surcouche ""Économie"" ({0}) pour accéder à l'interface du marché boursier.",,
codex.m.econo,my.trading,Négocier avec les marchands,,
codex.m.econo,my.trading.desc,"Vous rencontrerez des marchands qui vous proposeront des échanges. Un marchand peut atterrir sur votre vaisseau dans une capsule de stase, utiliser le communicateur et le téléporteur pour effectuer un commerce à distance depuis un vaisseau spatial ou avoir un magasin dans un avant-poste d'une planète appartenant à une faction.<br><br>Les marchands ont des offres différentes et n'achèteront et ne vendront que certains types de marchandises. Les marchands ont leur propre majoration d'achat et de vente en plus du prix de base dicté par le marché boursier. Les relations entre les factions peuvent influencer le balisage.",,
codex.m.elect,ricity,Réseau électrique,,
codex.m.elect,ricity.autoconnection,Connexion automatique,,
codex.m.elect,ricity.autoconnection.desc,"Si vous n'aimez pas la gestion manuelle des connexions, il est possible de rechercher et de produire (ou d'acheter) une mise à niveau de connexion automatique. Installez-la dans votre ordinateur de bord et les connexions seront créées automatiquement.<br><br>Vous pouvez également connecter des éléments en masse en utilisant l'option Connexion automatique dans le panneau d'informations ou le menu contextuel pour les connecteurs sélectionnés.",,
codex.m.elect,ricity.consumptionpriority,Priorité à la consommation électrique,,
codex.m.elect,ricity.consumptionpriority.desc,"Différents appareils électriques ont des priorités de consommation. Vous pouvez vérifier et ajuster les priorités des appareils sélectionnés en explorant la section Noeud d'énergie dans le panneau d'informations. 9 est la priorité la plus élevée, ce qui signifie que l'appareil essaiera de consommer de l'électricité avant les autres.1 est le plus bas, l'appareil essaiera de consommer l'électricité en dernier, s'il n'y a pas de déficit.La priorité de l'ordinateur du vaisseau est 9, les étages éclairés ont 1.<br><br>Attention: il n'est pas recommandé de modifier la priorité de consommation par défaut.",,
codex.m.elect,ricity.damagedconnectors,Connecteurs endommagé,,
codex.m.elect,ricity.damagedconnectors.desc,"Si le connecteur est fortement endommagé, il doit être réparé avant qu'il soit possible d'établir des connexions.<br><br>De légers dommages réduiront le nombre de connexion pouvant être établies.",,
codex.m.elect,ricity.gridredundancy,Disponibilité élevée et redondance,,
codex.m.elect,ricity.gridredundancy.desc,"Pour éviter les perturbations du réseau électrique, il est recommandé de planifier votre réseau avec une redondance supplémentaire.Ceci est particulièrement important pour les éléments critiques de votre infrastructure, tels que les réacteurs, les batteries, l'ordinateur du vaisseau, le réseau de stase, les pompes à oxygène, les radiateurs, les portes, les sas.<br><br>Pour augmenter la redondance, construisez plus de connecteurs et connectez les appareils importants via plusieurs connexions.<br><br>La haute disponibilité implique que même si une partie de votre réseau est détruite, il n'y a pas ou peu de perte de connectivité pour les éléments critiques de votre infrastructure.",,
codex.m.elect,ricity.handlingdeficit,Gérer le déficit d'électricité,,
codex.m.elect,ricity.handlingdeficit.desc,"Lorsque vos appareils essaient de consommer plus d'électricité que vous n'en produisez, un déficit d'électricité se produira. Dans cette situation, les appareils avec la priorité de consommation la plus faible ne fonctionneront pas en premier.Vous serez informé du déficit d'électricité en cours dans la zone d'événements et vous en remarquerez peut-être un signe révélateur en observant les lumières faiblissant.<br><br>Il existe plusieurs façons de gérer le déficit. Utilisez la surcouche ""Réseau électrique"" pour examiner la situation.Consultez la liste des consommateurs - parfois, un seul appareil peut consomé plus que tous vos appareils restants combinés.Comme solution temporaire, vous pouvez éteindre les appareils non essentiels à forte consommation d'énergie (collecteur de particules, contrôles de pont, assembleur, métier à tisser, etc.).<br><br>À long terme, vous devrez construire plus de réacteurs et de panneaux solaires pour augmenter la puissance de sortie. Essayez d'avoir une capacité de production supérieur à tout moment.<br><br>Construisez des batteries et gardez-les chargées pour une réserve d'urgence.",,
