Key,Translation,Version,Comment
charge.time.left,Plné nabití za,,Label of the progress bar that shows how long a device (i.e. a Force Field) will have to charge to get to 100%
charging,Nabíjení,,
chart,Graf,,Text on a button that toggles display of a chart (i.e. electricity graph). Should be short if possible.
chasing.target,Pronásleduje {0},,"{0} will be the target (person) name (i.e. ""Chasing John"")"
choose.color,Zvolte barvu,,
clean.biowaste,Vyčistit Bioodpad,,
clean.dust,Vyčistit Prach,,
clean.floors,Vyčistit Podlahu,,
clean.now,Vyčistit,,
clean.priority,Priorita čištění,,
clean.solar.panel,Vyčistit Solarní panel,,
cleaning.bot,Úklidový robot,,A robot that cleans floors
cleaning.floors,Čištění podlah,,Displayed when a person or robot is cleaning floors (action).
cleaning.ocd,Úklid OCD,,"Name of a human trait, which makes someone become obsessive about cleaning. OCD is short for Obsessive Compulsive Disorder."
clear.all,Smazat vše,,
clear.history,Vymazat historii,,
click.input.to.rebind,Aktivace nového vstupu (čekání 5 s),,"A label displayed when a change in keyboard or controller bindings is being initiated. You want to rebind a shortcut to a different key, or change the controller stick that handles camera pan, you click on existing binding and this message is displayed while the game waits for you to press a button or move a stick, etc. It doesn't say ""Press a button"" because it may not always be a button (gamepad stick is a small joystick, etc)"
click.to.bind,Klikněte pro BIND,,
clipboard.is.empty,Schránka je prázdná,,
clone,Klon,,
clone.desc,"Klon je bytost, která byla vypěstována v laboratoři, nikoliv se narodila běžným způsobem. Klon vypadá a chová se jako dospělý člověk bez ohledu na svůj věk.",,
cloning.bar,Klonování: {0},,"A label for the progress bar of a cloning device. {0} is what the device is currently cloning. I.e. ""Cloning: Human"""
close,Zavřít,,
close.floor.vent,Zavřit Ventilaci Podlahy,,
close.starmap,Zavřít Hvěznou mapu,,
close.vent,Zavřít Ventilaci,,
codex,Kodex,,
codex.blueprints,Plány,,
codex.blueprints.mode.All,Všechny,,
codex.blueprints.mode.Locked,Uzamčené,,
codex.blueprints.mode.Unlocked,Odemčené,,
codex.entry,Vstup do kodexu,,
codex.equipment,Vybavení,,
codex.factions,Frakce,,
codex.m.basebuilding,Budování základny,,
codex.m.basebuilding.buildacopy,Vytváření kopií existujících objektů,,
codex.m.basebuilding.buildacopy.desc,"Pokud chcete vytvořit kopii něčeho, co již máte, vyberte položku a zvolte položku nabídky ""Vytvořit kopii"" v informačním panelu nebo v místní nabídce. Když je objekt vybrán, můžete také použít zkratku {0}.<br><br>Chcete-li vytvořit kopii energetického konektoru, přetáhněte připojení a umístěte jej na prázdnou dlaždici podlahy (lze konfigurovat, lze vypnout). <br><br>Pokud nemůžete vytvořit kopii tímto způsobem, zkontrolujte, zda je plán odemčen.",,
codex.m.basebuilding.devicewear,Opotřebení zařízení,,
codex.m.basebuilding.devicewear.desc,"Většina zařízení, zejména těch, která využívají elektřinu, časem ztratí svou životnost. Některé akce provedené vámi nebo vašimi kolonisty mohou opotřebení urychlit. Například vypínání a zapínání zařízení přispívá k určitému opotřebení.<br><br>Když opotřebení zařízení dosáhne 100 %, zařízení se při používání začne poškozovat. V tomto okamžiku již zařízení nebude opravitelné. Zařízení můžete dekonstruovat, abyste získali zpět materiály, a poté postavit zcela nové, které jej nahradí.",,
codex.m.basebuilding.relocatingobjects,Přemisťování objektů,,
codex.m.basebuilding.relocatingobjects.desc,"Často budete chtít přesunout některé zařízení na jiné místo. Vyberte zařízení a vyberte položku nabídky „Přemístit“ v informačním panelu nebo v místní nabídce. Když je zařízení vybráno, můžete také použít zkratku {0}.<br><br>Zařízení můžete přemístit na místě. To je užitečné, když chcete změnit rotaci.<br><br>Přemístění zařízení může zahrnovat kontrolu konstrukčních dovedností. Složitá zařízení jako Lodní počítač nebo Stázové Pole mohou přemístit pouze vysoce kvalifikovaní pracovníci.<br><br>Pokud vyberete více objektů, můžete je přemístit všechny najednou.",,
codex.m.basebuilding.teleporters,Teleporty,,
codex.m.basebuilding.teleporters.desc,"Zařízení <b>Teleport</b> lze použít k vytvoření jednosměrných portálů k jiným zařízením teleportu.<br><br>Dva teleporty se mohou vzájemně propojit a vytvořit tak obousměrný portál.<br><br> Funkční teleport je také vyžadován pro obchodování s obchodními loděmi, vesmírnými stanicemi nebo planetárními základnami.",,
codex.m.basebuilding.winching,Naviják,,
codex.m.basebuilding.winching.desc,"Můžete použít hák navijáku a kotvu navijáku k navíjení rozbité části lodi. Postavte hák navijáku blízko okraje vaší lodi a kotvu navijáku poblíž okraje odpojené části lodi. Poté vyberte hák navijáku a pomocí informačního panelu nebo kontextové nabídky naviňte sekci.<br><br> Operace bude přerušena, pokud jsou v cestě překážky (solární panely, motory atd.).<br>< br>Abyste získali plány Hák a Kotvu, musíte ve výzkumném stromu odemknout technologii Naviják.",,
codex.m.bigquestions,Důležité Otázky,,
codex.m.bigquestions.endgoal,Cíl,,
codex.m.bigquestions.endgoal.desc,"Vaším hlavním cílem je přesunout svou lidskou kolonii do osady na obyvatelné planetě.<br><br>Nejprve postavte teleskop a prohledejte pozorovatelný vesmír, abyste našli potenciálně obyvatelnou planetu.<br><br>Jakmile najdete a dosáhnete potenciálně obyvatelné planety, musí být terraformována.<br><br>Až bude planeta plně teraformována, budete muset vybudovat osadu a přenést na planetu lidskou kolonii.",2022-04-13,
codex.m.bigquestions.gameover,Konec hry,,
codex.m.bigquestions.gameover.desc,"Hra skončí, když bude zničen poslední lodní počítač. Neexistence pracovníků bude mít za následek patovou situaci, protože je téměř nemožné se z tohoto stavu zotavit, pokud nepočkáte dostatečně dlouho a do vaší kolonie se nepřipojí někdo, kdo může dopravovat přísady do Montovače nakonfigurovaného na výrobu dronu.",,
codex.m.bigquestions.goodvsevil,Dobro vs zlo,,
codex.m.bigquestions.goodvsevil.desc,"Je na vás, jestli chcete být dobrý nebo zlý. Abyste se stali skutečně zlými, možná budete muset získat určitou technologii, která potlačí váš vnitřní modul Asimovových zákonů.",,
codex.m.bigquestions.reversingupload,Obrácené nahrávání,,
codex.m.bigquestions.reversingupload.desc,"Vaše vědomí bylo nahráno do Lodního počítače. Tento proces je nevratný, protože váš fyzický mozek byl zničen, aby bylo možné extrahovat data. Vaše bývalé tělo je už pravděpodobně součástí jídla přeživších.",,
codex.m.bigquestions.whatami,Kdo jsem?,,
codex.m.bigquestions.whatami.desc,"To je ta největší otázka ze všech. Byl jsi kolonista spící v kryostáze. Nyní je vaše vědomí součástí neuronové sítě Lodního počítače.<br><br>Byl jste ale před tím skutečně člověkem? Co to znamená být člověkem? Vědomí uvězněné ve skořápce z masa a kostí? Můžete být také transcendentním všemocným bohem, který se promítl do simulace, hluboce ponořený do role čehokoli, do čeho jste v tuto chvíli uzamčeni. Nikdy nepoznáte rozdíl.<br><br>Na tuto otázku neexistuje žádná odpověď. Jediný prokazatelný fakt je, že existuješ.",,
codex.m.colonists,"Kolonisté (lidé, domácí mazlíčci)",,
codex.m.colonists.attachments,"Přílohy (vlastnictví, přátelství)",,
codex.m.colonists.attachments.desc,"Kolonisté (lidé i domácí mazlíčci) si vytvoří připoutání různých typů – od vlastnictví postele až po přátelství s někým jiným. Závislost na kávě je také formou připoutanosti.<br><br>Jaké přílohy může mít kolonista, se můžete podívat na obsah položky Přílohy v informačním panelu.",,
codex.m.colonists.breakdowns,Duševní zhroucení,,
codex.m.colonists.breakdowns.desc,"Když má kolonista hroznou náladu, může dojít ke zhroucení. Kolonista se rozzuří a po chvíli se jeho úroveň nálady vrátí k normálu.<br><br>Ve vzácných případech mohou poruchy způsobit vážné poškození vaší kolonie. Sledujte nálady svých kolonistů a snažte se, aby byli šťastní, abyste se vyhnuli poruchám.",,
codex.m.colonists.cloning,Klonování kolonistů,,
codex.m.colonists.cloning.desc,"Můžete si postavit klonovací modul a pěstovat nové kolonisty ze surovin, jako jsou bílkoviny a voda. Můžete si dokonce vybrat, jaký druh chcete pěstovat - mohou to být domácí mazlíčci, nebo dokonce Plíživci - pokud je organický, můžete ho naklonovat.",,
codex.m.colonists.death,Smrt kolonistů,,
codex.m.colonists.death.desc,"Život ve vesmíru je krutý a smrt je často nevyhnutelná. Vaše kolonie se však sama regeneruje, když se noví kolonisté probudí z kryospánku ve Stázovém poli nebo se k vaší kolonii připojí jiným způsobem.<br><br>Příčinu smrti můžete určit výběrem mrtvé bytosti a prozkoumáním informací na informačním panelu.<br><br>Mrtvé kolonisty lze zpracovat v extraktoru živin, který poskytuje základní materiály potřebné pro přežití živých.",,
codex.m.colonists.mindcontrol,Ovládání mysli,,
codex.m.colonists.mindcontrol.desc,"Existují způsoby, jak ovládat své biologické kolonisty (lidi a domácí mazlíčky). Vysílač beta vln  se může v průběhu času synchronizovat s vaší kolonií a umožňuje vám upravovat pracovní priority a vydávat přímé rozkazy pro určité jednotlivce.<br><br>Kolonisty s vlastností „Odolnost Beta Vln“ nelze tímto způsobem ovládat.",,
codex.m.colonists.mood,Nálada kolonistů,,
codex.m.colonists.mood.desc,"Na rozdíl od robotických pracovníků mají biologické bytosti pocity a mohou mít dobrou nebo špatnou náladu. Pokud si vyberete bytost a prohlédnete si obsah sekce Nálada na Informačním panelu, najdete přesné důvody, proč se její nálada zvedá nebo snižuje. Většině důvodů lze předejít poskytnutím toho, co bytosti potřebují.<br><br>Můžete také zkontrolovat Potřeby, protože jsou často spojeny s náladou.",,
codex.m.colonists.stasiswakeups,Probuďte se ze Stáze,,
codex.m.colonists.stasiswakeups.desc,"Stazové pole obsahuje stovky spících kolonistů (lidí a domácích mazlíčků). Jednou za čas dojde k poruše stázového modulu, která někoho probudí.<br><br>Četnost probuzení ze stáze závisí na stabilitě stáze. Čím méně stabilní bude vaše pole Stáze, tím častější budou poruchy vašeho modulu.<br><br>Stabilitu Stáze můžete zkontrolovat výběrem pole Stáze a prozkoumáním informačního panelu.<br><br>Když pole Stáze přepnete do režimu Pokročilá životní podpora, můžete ovládat frekvenci probuzení ze stáze a na vyžádání si vyžádat ruční probuzení.",,
codex.m.combat,Zbraně a boj,,
codex.m.combat.breachcapsules,Příchozí kapsle,,
codex.m.combat.breachcapsules.desc,"Příchozí kapsle používají většinou přepadové skupiny. Kapsle se připojí k vaší lodi zespodu a provrtá se skrz. Pak nájezdníci přijdou skrz vyvrtaný otvor. Nájezdníci mohou vložit svou kořist do Příchozí kapsle a oddělit ji, aby unikli. Pokud zabijete všechny nájezdníky, Kapsle bude patřit vám. Můžete jej dekonstruovat, abyste získali nějaké cenné materiály a získali zpět své ukradené zboží.",,
codex.m.combat.controllingunits,Ovládání bojových jednotek,,
codex.m.combat.controllingunits.desc,"Svým řízeným pracovníkům (robotům a dronům) můžete nařídit, aby šli na určitá místa. Vyberte jednotku a podržte {0} pro přepnutí do režimu „Přesun objednávky“. Poté pomocí {1} přinutíte jednotku přejít na vybranou pozici.<br><br>Můžete také přepnout řízené pracovníky do stavu „Vysoká výstraha“ a zpět. V režimu „Vysoká výystraha“ budou jednotky provádět rutinní úkoly, pokud nejsou příliš blízko nepřítele nebo nejsou napadeny – tím se jednotka přepne zpět do bojového režimu.<br><br>Neřízené pracovníky (lidé a domácí mazlíčci) nemohou být ovládat v boji.",,
codex.m.combat.explosives,Výbušniny a bomby,,
codex.m.combat.explosives.desc,"Sami si můžete vyrobit výbušniny jako C42, poté je přemístit na strategické pozice a Odjistit. Odjištěné výbušniny vybuchnou, pokud je nepřátelská bytost v těsné blízkosti.<br><br>Nájezdníci někdy odhazují výbušniny pomocí časovače. Odpočítávání nelze zastavit, a když skončí, bomba vybuchne. Pokud máte dostatek času, zkuste výbušninu přemístit do jiné polohy.",,
codex.m.combat.raids,Nájezdy,,
codex.m.combat.raids.desc,"Občas vás může přepadnout nějaká frakce. Když se to stane, vaše kolonie vstoupí do bojového stavu. K analýze situace můžete použít Bojovou nabídku.<br><br>Zkuste se chránit před nájezdy tím, že své kolonii poskytnete zbraně a postavte si obranná zařízení, jako jsou Fluidní děla nebo Směrové věže.",,
codex.m.combat.theft,Krádež,,
codex.m.combat.theft.desc,Nájezdníci někdy půjdou pro vaše cennosti a přinesou je do svého únikového vozidla. V některých situacích mohou ukrást jeden z vašich raketoplánů.,,
codex.m.economy,Ekonomika a obchod,,
codex.m.economy.miningupgrades,Těžba měny,,
codex.m.economy.miningupgrades.desc,"Chcete-li těžit Starcreds nebo jiné kryptoměny, budete si muset vyrobit nebo zakoupit Vylepšení těžby. Vylepšení musí být nainstalováno ve vašem lodním počítači. Po instalaci Vylepšení těžby vyberte Lodní počítač a prozkoumejte možnosti těžby na informačním panelu.<br><br><i>[Těžba měny ve Stardeus je čistě smyšlená a nemá nic společného se skutečnými kryptoměnami a jejich těžbou] </i>",,
codex.m.economy.starcreds,StarKredit (hlavní měna),,
codex.m.economy.starcreds.desc,"StarKredit jsou hlavní měnou používanou v celém vesmíru. StarKredit můžete získat prodejem zboží obchodníkům, prováděním ziskových obchodů na burze cenných papírů nebo těžbou měny na vašem Lodním počítači (viz Těžba měny).",,
codex.m.economy.stockmarket,Akciový trh,,
codex.m.economy.stockmarket.desc,"Burza cenných papírů určuje základní ceny veškerého zboží, s nímž obchodujete s obchodníky. Kromě toho, když se odemkne nezbytný průzkum, můžete obchodovat s akciemi a komoditami za účelem zisku.<br><br>Obchodování na burze nenakupuje ani neprodává žádné skutečné zboží.<br><br>Použijte nabídku ekonomiky ( {0}) pro přístup k rozhraní burzy cenných papírů.",,
codex.m.economy.trading,Obchodování s obchodníky,,
codex.m.economy.trading.desc,"Narazíte na obchodníky, kteří vám nabídnou obchody. Obchodník může přistát na vaší lodi ve Stázovém podu, používat komunikátor a teleport k provádění obchodu na dálku z vesmírné lodi nebo mít obchod na základně na planetě, která patří nějaké frakci.<br><br>Obchodníci mají různé nabídky a budou nakupovat a prodávat pouze některé druhy zboží. Obchodníci mají své vlastní nákupní a prodejní přirážky k základní ceně diktované burzou cenných papírů. Vztahy frakcí mohou ovlivnit označení.",,
